stage,task,task_id,start,finish,deserial,serial,run_time,jvm_gc
704,946,3,1452690046532,1452690047653,9,0,1108,9
707,947,0,1452690047787,1452690048945,8,0,1144,12
707,948,1,1452690047787,1452690048872,9,0,1070,12
707,949,2,1452690047787,1452690048891,7,0,1092,12
707,950,3,1452690047788,1452690048940,9,0,1138,12
710,951,0,1452690048967,1452690050162,9,0,1181,12
710,952,1,1452690048967,1452690050063,8,0,1083,12
710,953,2,1452690048967,1452690050065,8,0,1086,12
710,954,3,1452690048967,1452690050087,8,0,1107,12
713,955,0,1452690050188,1452690051371,9,0,1168,14
713,956,1,1452690050188,1452690051268,8,0,1066,14
713,957,2,1452690050188,1452690051277,8,0,1075,14
713,958,3,1452690050189,1452690051336,7,0,1135,14
716,959,0,1452690051393,1452690052550,8,0,1144,18
716,960,1,1452690051393,1452690052497,9,0,1089,18
716,961,2,1452690051394,1452690052493,9,1,1084,18
716,962,3,1452690051394,1452690052515,9,0,1107,18
719,963,0,1452690052573,1452690053726,8,0,1139,16
719,964,1,1452690052574,1452690053663,8,0,1076,16
719,965,2,1452690052574,1452690053693,8,0,1106,16
719,966,3,1452690052574,1452690053689,9,1,1100,16
722,967,0,1452690053753,1452690054910,8,1,1142,18
722,968,1,1452690053754,1452690054884,8,0,1116,18
722,969,2,1452690053754,1452690054870,8,0,1101,18
722,970,3,1452690053754,1452690054873,9,0,1104,18
725,971,0,1452690054937,1452690056095,8,0,1145,18
725,972,1,1452690054937,1452690056028,9,0,1076,18
725,973,2,1452690054938,1452690056063,9,0,1111,18
725,974,3,1452690054938,1452690056068,8,0,1116,18
728,975,0,1452690056117,1452690057297,9,0,1166,17
728,976,1,1452690056117,1452690057234,9,0,1103,17
728,977,2,1452690056118,1452690057261,8,0,1131,17
728,978,3,1452690056118,1452690057257,8,0,1126,17
731,979,0,1452690057322,1452690058515,8,1,1180,13
731,980,1,1452690057322,1452690058467,9,0,1131,0
731,981,2,1452690057322,1452690058424,8,0,1089,0
731,982,3,1452690057322,1452690058441,9,0,1106,0
734,983,0,1452690058541,1452690059714,9,0,1159,0
734,984,1,1452690058541,1452690059659,9,1,1104,0
734,985,2,1452690058541,1452690059641,9,1,1086,0
734,986,3,1452690058541,1452690059675,8,0,1120,0
737,987,0,1452690059740,1452690060930,9,1,1176,8
737,988,1,1452690059740,1452690060831,9,1,1076,8
737,989,2,1452690059740,1452690060836,8,0,1082,8
737,990,3,1452690059741,1452690060867,9,1,1112,8
740,991,0,1452690060956,1452690062124,8,0,1154,10
740,992,1,1452690060956,1452690062053,9,0,1082,10
740,993,2,1452690060956,1452690062066,8,0,1097,10
740,994,3,1452690060957,1452690062079,8,0,1109,10
743,995,0,1452690062150,1452690063321,8,0,1158,10
743,996,1,1452690062150,1452690063242,7,0,1080,10
743,997,2,1452690062150,1452690063277,9,0,1114,10
743,998,3,1452690062150,1452690063267,9,0,1103,10
746,999,0,1452690063344,1452690064515,8,0,1158,13
746,1000,1,1452690063344,1452690064496,8,0,1138,13
746,1001,2,1452690063344,1452690064446,8,1,1087,13
746,1002,3,1452690063345,1452690064462,8,0,1104,13
749,1003,0,1452690064565,1452690065736,8,0,1158,15
749,1004,1,1452690064565,1452690065659,9,0,1080,15
749,1005,2,1452690064566,1452690065667,8,0,1089,15
749,1006,3,1452690064566,1452690065687,9,0,1109,15
752,1007,0,1452690065761,1452690066934,7,0,1161,16
752,1008,1,1452690065761,1452690066841,8,0,1067,16
752,1009,2,1452690065761,1452690066855,8,0,1082,16
752,1010,3,1452690065762,1452690066877,7,0,1104,16
755,1011,0,1452690066959,1452690068161,8,1,1189,19
755,1012,1,1452690066960,1452690068046,7,0,1074,19
755,1013,2,1452690066960,1452690068067,7,0,1096,19
755,1014,3,1452690066960,1452690068084,8,0,1112,19
758,1015,0,1452690068390,1452690069558,9,0,1155,18
758,1016,1,1452690068390,1452690069566,8,0,1164,18
758,1017,2,1452690068390,1452690069499,7,0,1097,18
758,1018,3,1452690068390,1452690069517,8,0,1115,18
761,1019,0,1452690069587,1452690070766,8,0,1167,18
761,1020,1,1452690069587,1452690070688,7,0,1090,18
761,1021,2,1452690069587,1452690070689,8,0,1091,18
761,1022,3,1452690069587,1452690070721,8,0,1122,18
764,1023,0,1452690070787,1452690071958,8,0,1159,14
764,1024,1,1452690070787,1452690071867,7,0,1068,0
764,1025,2,1452690070787,1452690071891,8,15,1077,14
764,1026,3,1452690070787,1452690071955,8,0,1155,14
767,1027,0,1452690071979,1452690073223,8,0,1231,0
767,1028,1,1452690071979,1452690073129,7,0,1139,0
767,1029,2,1452690071979,1452690073120,8,1,1128,0
767,1030,3,1452690071979,1452690073125,8,0,1134,0
770,1031,0,1452690073247,1452690074408,7,0,1149,6
770,1032,1,1452690073247,1452690074348,7,1,1089,6
770,1033,2,1452690073247,1452690074347,6,0,1089,6
770,1034,3,1452690073247,1452690074368,7,0,1109,6
773,1035,0,1452690074429,1452690075586,8,0,1145,8
773,1036,1,1452690074429,1452690075517,9,0,1074,8
773,1037,2,1452690074430,1452690075543,9,1,1100,8
773,1038,3,1452690074430,1452690075553,7,0,1112,8
776,1039,0,1452690075607,1452690076790,7,0,1171,9
776,1040,1,1452690075607,1452690076683,7,1,1064,9
776,1041,2,1452690075607,1452690076746,7,0,1127,9
776,1042,3,1452690075607,1452690076730,7,0,1112,9
779,1043,0,1452690076811,1452690078024,8,0,1201,11
779,1044,1,1452690076812,1452690077912,9,1,1086,11
779,1045,2,1452690076812,1452690077915,8,0,1091,11
779,1046,3,1452690076812,1452690077943,8,1,1118,11
782,1047,0,1452690078045,1452690079219,8,0,1162,14
782,1048,1,1452690078045,1452690079130,8,0,1072,14
782,1049,2,1452690078045,1452690079138,7,0,1082,14
782,1050,3,1452690078045,1452690079173,8,0,1115,14
785,1051,0,1452690079241,1452690080409,8,0,1155,17
785,1052,1,1452690079241,1452690080334,9,0,1079,17
785,1053,2,1452690079241,1452690080334,8,0,1081,17
785,1054,3,1452690079242,1452690080375,9,0,1120,17
788,1055,0,1452690080429,1452690081570,8,0,1129,17
788,1056,1,1452690080430,1452690081524,8,0,1083,17
788,1057,2,1452690080430,1452690081519,8,1,1076,17
788,1058,3,1452690080430,1452690081552,8,0,1111,17
791,1059,0,1452690081592,1452690082747,8,0,1142,17
791,1060,1,1452690081592,1452690082706,8,0,1101,17
791,1061,2,1452690081592,1452690082707,8,0,1101,17
791,1062,3,1452690081592,1452690082713,8,0,1108,17
794,1063,0,1452690082768,1452690083914,8,0,1134,17
794,1064,1,1452690082768,1452690083854,7,0,1074,17
794,1065,2,1452690082769,1452690083889,8,0,1109,17
794,1066,3,1452690082769,1452690083916,8,0,1136,17
797,1067,0,1452690083937,1452690085111,7,0,1163,19
797,1068,1,1452690083938,1452690085035,8,0,1085,19
797,1069,2,1452690083938,1452690085044,8,0,1094,19
797,1070,3,1452690083938,1452690085075,6,0,1115,19
800,1071,0,1452690085132,1452690086306,7,0,1162,17
800,1072,1,1452690085133,1452690086213,8,0,1068,0
800,1073,2,1452690085133,1452690086243,8,0,1098,17
800,1074,3,1452690085133,1452690086258,8,0,1113,17
803,1075,0,1452690086328,1452690087492,7,0,1153,0
803,1076,1,1452690086328,1452690087486,7,0,1147,0
803,1077,2,1452690086329,1452690087428,7,0,1088,0
803,1078,3,1452690086329,1452690087444,7,0,1105,0
806,1079,0,1452690087513,1452690088687,7,0,1163,6
806,1080,1,1452690087513,1452690088594,7,0,1069,6
806,1081,2,1452690087513,1452690088604,8,0,1079,6
806,1082,3,1452690087514,1452690088639,7,0,1114,6
809,1083,0,1452690088706,1452690089883,6,0,1167,7
809,1084,1,1452690088706,1452690089795,7,0,1077,7
809,1085,2,1452690088707,1452690089797,7,0,1080,7
809,1086,3,1452690088707,1452690089843,7,0,1126,7
812,1087,0,1452690089902,1452690091075,6,0,1164,10
812,1088,1,1452690089902,1452690091011,7,0,1098,10
812,1089,2,1452690089902,1452690091036,8,0,1122,10
812,1090,3,1452690089902,1452690091024,8,0,1111,10
815,1091,0,1452690091093,1452690092259,6,0,1155,12
815,1092,1,1452690091093,1452690092205,7,0,1100,12
815,1093,2,1452690091094,1452690092189,7,0,1084,12
815,1094,3,1452690091094,1452690092292,7,0,1187,12
818,1095,0,1452690092313,1452690093521,8,0,1196,15
818,1096,1,1452690092313,1452690093399,7,0,1074,15
818,1097,2,1452690092313,1452690093417,8,0,1092,15
818,1098,3,1452690092314,1452690093433,8,1,1107,15
821,1099,0,1452690093545,1452690094711,8,1,1153,16
821,1100,1,1452690093545,1452690094625,8,0,1067,16
821,1101,2,1452690093545,1452690094662,7,1,1105,16
821,1102,3,1452690093545,1452690094669,7,0,1113,16
824,1103,0,1452690094730,1452690095929,7,0,1187,18
824,1104,1,1452690094730,1452690095841,8,1,1098,18
824,1105,2,1452690094731,1452690095844,8,1,1101,18
824,1106,3,1452690094731,1452690095850,6,0,1108,18
827,1107,0,1452690095949,1452690097165,7,1,1204,18
827,1108,1,1452690095950,1452690097040,8,0,1078,18
827,1109,2,1452690095950,1452690097102,7,0,1142,18
827,1110,3,1452690095950,1452690097079,7,0,1119,18
830,1111,0,1452690097184,1452690098371,7,0,1175,17
830,1112,1,1452690097184,1452690098260,7,0,1064,17
830,1113,2,1452690097184,1452690098296,7,1,1100,17
830,1114,3,1452690097184,1452690098302,7,0,1106,17
833,1115,0,1452690098391,1452690099580,8,0,1177,17
833,1116,1,1452690098392,1452690099485,9,0,1080,17
833,1117,2,1452690098392,1452690099504,8,0,1100,17
833,1118,3,1452690098392,1452690099523,8,0,1118,17
836,1119,0,1452690099603,1452690100781,8,0,1167,14
836,1120,1,1452690099603,1452690100670,7,1,1055,0
836,1121,2,1452690099603,1452690100738,7,0,1124,14
836,1122,3,1452690099603,1452690100729,7,0,1115,14
839,1123,0,1452690100799,1452690101984,7,0,1171,0
839,1124,1,1452690100799,1452690101879,7,0,1068,0
839,1125,2,1452690100799,1452690101909,6,0,1099,0
839,1126,3,1452690100800,1452690101952,7,0,1134,0
842,1127,0,1452690102003,1452690103175,7,0,1161,9
842,1128,1,1452690102003,1452690103088,7,0,1073,9
842,1129,2,1452690102003,1452690103102,7,0,1087,9
842,1130,3,1452690102003,1452690103141,7,0,1127,9
845,1131,0,1452690103194,1452690104367,7,1,1161,10
845,1132,1,1452690103194,1452690104286,7,1,1079,10
845,1133,2,1452690103195,1452690104287,7,0,1082,10
845,1134,3,1452690103195,1452690104334,8,0,1128,10
848,1135,0,1452690104389,1452690105578,7,0,1178,10
848,1136,1,1452690104389,1452690105468,7,0,1067,10
848,1137,2,1452690104389,1452690105483,7,0,1083,10
848,1138,3,1452690104389,1452690105516,7,0,1116,10
851,1139,0,1452690105611,1452690106793,7,1,1171,10
851,1140,1,1452690105611,1452690106703,8,1,1080,10
851,1141,2,1452690105611,1452690106706,8,1,1083,10
851,1142,3,1452690105611,1452690106736,7,0,1113,10
854,1143,0,1452690106816,1452690107982,7,0,1155,13
854,1144,1,1452690106816,1452690107882,8,0,1054,13
854,1145,2,1452690106816,1452690107915,7,1,1087,13
854,1146,3,1452690106816,1452690107941,6,0,1115,13
857,1147,0,1452690108000,1452690109175,7,1,1163,15
857,1148,1,1452690108001,1452690109100,7,0,1088,15
857,1149,2,1452690108001,1452690109100,7,1,1088,15
857,1150,3,1452690108001,1452690109113,7,0,1100,15
860,1151,0,1452690109194,1452690110343,7,0,1139,17
860,1152,1,1452690109194,1452690110282,7,1,1075,17
860,1153,2,1452690109194,1452690110285,6,0,1081,17
860,1154,3,1452690109194,1452690110334,7,0,1129,17
863,1155,0,1452690110365,1452690111522,7,0,1147,17
863,1156,1,1452690110365,1452690111464,7,0,1088,17
863,1157,2,1452690110365,1452690111468,8,0,1092,17
863,1158,3,1452690110365,1452690111500,6,0,1124,17
866,1159,0,1452690111543,1452690112696,6,0,1143,18
866,1160,1,1452690111544,1452690112622,7,0,1067,18
866,1161,2,1452690111544,1452690112639,7,1,1084,18
866,1162,3,1452690111544,1452690112680,7,0,1126,18
869,1163,0,1452690112717,1452690113876,7,1,1147,18
869,1164,1,1452690112718,1452690113844,8,0,1115,18
869,1165,2,1452690112718,1452690113825,7,0,1096,18
869,1166,3,1452690112718,1452690113859,8,0,1130,18
872,1167,0,1452690113897,1452690115058,8,0,1149,14
872,1168,1,1452690113897,1452690115002,7,0,1094,14
872,1169,2,1452690113897,1452690115002,8,0,1077,0
872,1170,3,1452690113897,1452690115024,8,0,1115,14
875,1171,0,1452690115078,1452690116237,8,0,1147,0
875,1172,1,1452690115078,1452690116155,5,0,1067,0
875,1173,2,1452690115078,1452690116197,7,0,1108,0
875,1174,3,1452690115079,1452690116236,7,1,1146,0
878,1175,0,1452690116259,1452690117431,9,0,1160,7
878,1176,1,1452690116259,1452690117464,8,0,1193,7
878,1177,2,1452690116259,1452690117386,8,0,1115,7
878,1178,3,1452690116259,1452690117391,8,1,1120,7
881,1179,0,1452690117484,1452690118624,7,0,1129,8
881,1180,1,1452690117484,1452690118568,7,0,1072,8
881,1181,2,1452690117484,1452690118577,7,0,1082,8
881,1182,3,1452690117484,1452690118660,8,0,1164,8
884,1183,0,1452690118679,1452690119869,8,0,1177,10
884,1184,1,1452690118680,1452690119750,7,0,1059,10
884,1185,2,1452690118680,1452690119768,7,0,1077,10
884,1186,3,1452690118680,1452690119804,7,0,1113,10
887,1187,0,1452690119888,1452690121072,7,0,1173,12
887,1188,1,1452690119889,1452690120976,8,0,1075,12
887,1189,2,1452690119889,1452690120979,8,0,1079,12
887,1190,3,1452690119889,1452690120999,7,0,1098,12
890,1191,0,1452690121091,1452690122277,7,1,1173,13
890,1192,1,1452690121091,1452690122212,7,0,1110,13
890,1193,2,1452690121092,1452690122186,7,1,1083,13
890,1194,3,1452690121092,1452690122209,7,0,1106,13
893,1195,0,1452690122296,1452690123438,9,0,1129,17
893,1196,1,1452690122296,1452690123397,9,0,1087,17
893,1197,2,1452690122297,1452690123395,8,0,1085,17
893,1198,3,1452690122297,1452690123414,8,0,1105,17
896,1199,0,1452690123458,1452690124613,8,0,1143,17
896,1200,1,1452690123459,1452690124539,7,0,1069,17
896,1201,2,1452690123459,1452690124584,7,0,1114,17
896,1202,3,1452690123459,1452690124577,7,0,1107,17
899,1203,0,1452690124632,1452690125794,8,0,1150,17
899,1204,1,1452690124633,1452690125744,8,0,1100,17
899,1205,2,1452690124633,1452690125739,8,0,1094,17
899,1206,3,1452690124633,1452690125756,7,0,1112,17
902,1207,0,1452690125815,1452690126965,8,0,1138,19
902,1208,1,1452690125815,1452690126892,7,0,1065,19
902,1209,2,1452690125815,1452690126954,8,1,1126,19
902,1210,3,1452690125815,1452690126938,7,0,1111,19
905,1211,0,1452690126997,1452690128147,8,0,1139,18
905,1212,1,1452690126997,1452690128118,8,0,1110,18
905,1213,2,1452690126997,1452690128106,8,1,1096,18
905,1214,3,1452690126997,1452690128119,8,0,1110,18
908,1215,0,1452690128328,1452690129486,8,0,1146,15
908,1216,1,1452690128328,1452690129348,7,1,1008,0
908,1217,2,1452690128329,1452690129465,7,0,1126,15
908,1218,3,1452690128329,1452690129462,7,1,1121,15
911,1219,0,1452690129503,1452690130592,7,0,1078,0
911,1220,1,1452690129503,1452690130598,8,0,1083,0
911,1221,2,1452690129503,1452690130591,7,0,1077,0
911,1222,3,1452690129504,1452690130568,7,1,1053,0
914,1223,0,1452690130617,1452690131811,7,1,1182,6
914,1224,1,1452690130617,1452690131643,6,0,1015,6
914,1225,2,1452690130617,1452690131717,7,0,1088,6
914,1226,3,1452690130617,1452690131860,7,0,1232,6
917,1227,0,1452690131878,1452690133076,6,0,1188,8
917,1228,1,1452690131878,1452690132983,8,0,1093,8
917,1229,2,1452690131878,1452690132977,9,1,1086,8
917,1230,3,1452690131878,1452690132950,7,0,1060,8
920,1231,0,1452690133094,1452690134235,8,0,1129,11
920,1232,1,1452690133094,1452690134197,9,0,1089,11
920,1233,2,1452690133095,1452690134202,9,0,1095,11
920,1234,3,1452690133095,1452690134215,8,0,1109,11
923,1235,0,1452690134253,1452690135424,9,0,1157,12
923,1236,1,1452690134253,1452690135335,9,0,1068,12
923,1237,2,1452690134254,1452690135359,8,0,1092,12
923,1238,3,1452690134254,1452690135392,8,0,1126,12
926,1239,0,1452690135442,1452690136593,8,1,1138,14
926,1240,1,1452690135443,1452690136507,7,0,1052,14
926,1241,2,1452690135443,1452690136533,8,0,1077,14
926,1242,3,1452690135443,1452690136568,7,0,1113,14
929,1243,0,1452690136610,1452690137784,7,0,1162,19
929,1244,1,1452690136610,1452690137688,7,0,1067,19
929,1245,2,1452690136610,1452690137698,7,0,1077,19
929,1246,3,1452690136610,1452690137762,7,0,1140,19
932,1247,0,1452690137802,1452690139038,7,0,1225,21
932,1248,1,1452690137802,1452690138884,8,0,1070,21
932,1249,2,1452690137802,1452690138895,6,0,1083,21
932,1250,3,1452690137802,1452690138920,7,0,1106,21
935,1251,0,1452690139058,1452690140259,9,1,1188,18
935,1252,1,1452690139058,1452690140145,8,1,1074,18
935,1253,2,1452690139058,1452690140164,7,0,1094,18
935,1254,3,1452690139058,1452690140171,7,1,1101,18
938,1255,0,1452690140278,1452690141413,6,0,1124,18
938,1256,1,1452690140278,1452690141398,7,0,1108,18
938,1257,2,1452690140278,1452690141383,7,1,1093,18
938,1258,3,1452690140278,1452690141415,7,0,1126,18
941,1259,0,1452690141433,1452690142595,8,0,1149,17
941,1260,1,1452690141433,1452690142569,8,0,1123,17
941,1261,2,1452690141433,1452690142564,8,0,1118,17
941,1262,3,1452690141434,1452690142568,7,1,1122,17
944,1263,0,1452690142614,1452690143775,7,0,1150,17
944,1264,1,1452690142614,1452690143734,7,0,1108,17
944,1265,2,1452690142614,1452690143737,7,1,1111,17
944,1266,3,1452690142614,1452690143751,7,0,1126,17
947,1267,0,1452690143794,1452690144953,9,0,1145,0
947,1268,1,1452690143794,1452690144877,9,1,1069,0
947,1269,2,1452690143795,1452690144884,9,0,1077,0
947,1270,3,1452690143795,1452690144964,8,1,1156,0
950,1271,0,1452690144982,1452690146176,8,1,1181,8
950,1272,1,1452690144983,1452690146066,8,0,1072,8
950,1273,2,1452690144983,1452690146063,6,1,1069,8
950,1274,3,1452690144983,1452690146166,7,0,1171,8
953,1275,0,1452690146208,1452690147395,8,0,1175,9
953,1276,1,1452690146208,1452690147321,7,0,1102,9
953,1277,2,1452690146209,1452690147305,8,0,1084,9
953,1278,3,1452690146209,1452690147300,8,0,1079,9
956,1279,0,1452690147413,1452690148617,7,0,1192,10
956,1280,1,1452690147414,1452690148483,8,0,1057,10
956,1281,2,1452690147414,1452690148508,7,1,1083,10
956,1282,3,1452690147414,1452690148484,7,0,1060,10
959,1283,0,1452690148637,1452690149818,9,0,1169,11
959,1284,1,1452690148637,1452690149710,7,0,1061,11
959,1285,2,1452690148637,1452690149681,7,0,1032,11
959,1286,3,1452690148637,1452690149767,7,0,1118,11
962,1287,0,1452690149837,1452690151012,8,0,1163,14
962,1288,1,1452690149838,1452690150895,8,0,1045,14
962,1289,2,1452690149838,1452690150930,9,0,1079,14
962,1290,3,1452690149838,1452690150932,7,0,1082,14
965,1291,0,1452690151031,1452690152213,7,0,1170,16
965,1292,1,1452690151031,1452690152118,7,0,1076,16
965,1293,2,1452690151031,1452690152123,8,0,1079,16
965,1294,3,1452690151031,1452690152100,6,0,1058,16
968,1295,0,1452690152232,1452690153420,8,0,1176,17
968,1296,1,1452690152232,1452690153305,7,0,1061,17
968,1297,2,1452690152232,1452690153311,8,0,1067,17
968,1298,3,1452690152232,1452690153307,8,0,1063,17
971,1299,0,1452690153439,1452690154634,8,0,1182,17
971,1300,1,1452690153440,1452690154518,8,1,1067,17
971,1301,2,1452690153440,1452690154493,8,0,1041,17
971,1302,3,1452690153440,1452690154553,7,0,1102,17
974,1303,0,1452690154652,1452690155820,6,1,1157,16
974,1304,1,1452690154652,1452690155729,6,0,1066,16
974,1305,2,1452690154652,1452690155754,7,0,1091,16
974,1306,3,1452690154652,1452690155729,7,0,1065,16
977,1307,0,1452690155839,1452690157015,7,0,1165,15
977,1308,1,1452690155839,1452690156931,8,0,1080,15
977,1309,2,1452690155839,1452690156879,8,1,1028,0
977,1310,3,1452690155839,1452690157013,7,0,1162,15
980,1311,0,1452690157034,1452690158215,9,1,1168,13
980,1312,1,1452690157034,1452690158125,8,0,1079,0
980,1313,2,1452690157034,1452690158126,7,1,1080,0
980,1314,3,1452690157034,1452690158131,8,0,1085,0
983,1315,0,1452690158234,1452690159407,6,0,1162,0
983,1316,1,1452690158234,1452690159309,6,0,1064,0
983,1317,2,1452690158234,1452690159323,7,0,1078,0
983,1318,3,1452690158234,1452690159403,7,0,1157,0
986,1319,0,1452690159425,1452690160611,7,0,1174,7
986,1320,1,1452690159425,1452690160547,7,0,1111,7
986,1321,2,1452690159425,1452690160533,8,0,1095,7
986,1322,3,1452690159425,1452690160542,8,0,1105,7
989,1323,0,1452690160630,1452690161804,6,0,1163,8
989,1324,1,1452690160630,1452690161744,6,0,1104,8
989,1325,2,1452690160630,1452690161726,7,1,1084,8
989,1326,3,1452690160630,1452690161747,7,0,1106,8
992,1327,0,1452690161822,1452690163001,7,0,1168,20
992,1328,1,1452690161822,1452690162921,8,0,1086,20
992,1329,2,1452690161822,1452690162945,7,0,1111,20
992,1330,3,1452690161822,1452690162948,7,1,1114,20
995,1331,0,1452690163021,1452690164188,6,0,1156,13
995,1332,1,1452690163021,1452690164102,7,0,1069,13
995,1333,2,1452690163021,1452690164134,6,0,1102,13
995,1334,3,1452690163021,1452690164140,7,0,1107,13
998,1335,0,1452690164206,1452690165365,7,0,1148,15
998,1336,1,1452690164206,1452690165288,8,1,1068,15
998,1337,2,1452690164206,1452690165313,7,0,1095,15
998,1338,3,1452690164207,1452690165326,6,0,1109,15
1001,1339,0,1452690165384,1452690166598,7,1,1202,19
1001,1340,1,1452690165384,1452690166462,7,0,1066,19
1001,1341,2,1452690165384,1452690166495,7,0,1099,19
1001,1342,3,1452690165384,1452690166497,7,1,1101,19
1004,1343,0,1452690166617,1452690167845,7,0,1215,18
1004,1344,1,1452690166617,1452690167712,8,0,1082,18
1004,1345,2,1452690166617,1452690167768,7,1,1139,18
1004,1346,3,1452690166617,1452690167736,7,0,1108,18
1007,1347,0,1452690167876,1452690169060,7,0,1173,19
1007,1348,1,1452690167876,1452690168991,8,1,1103,19
1007,1349,2,1452690167876,1452690168984,8,0,1096,19
1007,1350,3,1452690167876,1452690169001,8,0,1112,19
1010,1351,0,1452690169078,1452690170270,7,0,1179,17
1010,1352,1,1452690169079,1452690170194,8,1,1101,17
1010,1353,2,1452690169079,1452690170202,8,0,1111,17
1010,1354,3,1452690169079,1452690170204,7,0,1114,17
1013,1355,0,1452690170289,1452690171486,8,0,1185,15
1013,1356,1,1452690170289,1452690171370,7,0,1067,0
1013,1357,2,1452690170290,1452690171412,7,0,1111,15
1013,1358,3,1452690170290,1452690171416,7,1,1114,15
1016,1359,0,1452690171506,1452690172680,7,0,1163,11
1016,1360,1,1452690171506,1452690172594,8,0,1075,0
1016,1361,2,1452690171506,1452690172594,7,0,1077,0
1016,1362,3,1452690171506,1452690172619,8,0,1101,0
1019,1363,0,1452690172698,1452690173885,8,1,1174,0
1019,1364,1,1452690172698,1452690173776,7,1,1066,0
1019,1365,2,1452690172698,1452690173805,7,0,1096,0
1019,1366,3,1452690172699,1452690173822,8,0,1112,0
1022,1367,0,1452690173903,1452690175086,8,0,1171,8
1022,1368,1,1452690173903,1452690174996,7,0,1081,8
1022,1369,2,1452690173903,1452690174998,8,1,1083,8
1022,1370,3,1452690173903,1452690175021,8,0,1106,8
1025,1371,0,1452690175105,1452690176281,7,0,1165,9
1025,1372,1,1452690175106,1452690176188,8,0,1070,9
1025,1373,2,1452690175106,1452690176205,7,0,1088,9
1025,1374,3,1452690175106,1452690176225,7,0,1108,9
1028,1375,0,1452690176300,1452690177452,8,0,1140,10
1028,1376,1,1452690176300,1452690177395,9,1,1081,10
1028,1377,2,1452690176300,1452690177397,9,0,1084,10
1028,1378,3,1452690176300,1452690177418,8,1,1105,10
1031,1379,0,1452690177471,1452690178649,8,0,1166,13
1031,1380,1,1452690177471,1452690178550,7,0,1067,13
1031,1381,2,1452690177472,1452690178566,8,0,1082,13
1031,1382,3,1452690177472,1452690178593,8,1,1108,13
1034,1383,0,1452690178668,1452690179891,8,0,1211,14
1034,1384,1,1452690178668,1452690179746,7,0,1066,14
1034,1385,2,1452690178668,1452690179768,7,0,1089,14
1034,1386,3,1452690178668,1452690179781,8,1,1100,14
1037,1387,0,1452690179910,1452690181101,8,1,1177,17
1037,1388,1,1452690179911,1452690180986,7,1,1063,17
1037,1389,2,1452690179911,1452690181029,7,0,1107,17
1037,1390,3,1452690179911,1452690181027,8,1,1103,17
1040,1391,0,1452690181120,1452690182288,8,0,1155,17
1040,1392,1,1452690181120,1452690182215,7,1,1083,17
1040,1393,2,1452690181120,1452690182215,8,0,1081,17
1040,1394,3,1452690181121,1452690182235,7,0,1103,17
1043,1395,0,1452690182307,1452690183474,8,0,1153,18
1043,1396,1,1452690182307,1452690183401,8,0,1080,18
1043,1397,2,1452690182307,1452690183459,8,0,1139,18
1043,1398,3,1452690182308,1452690183436,7,0,1116,18
1046,1399,0,1452690183492,1452690184717,8,0,1213,18
1046,1400,1,1452690183492,1452690184608,7,0,1104,18
1046,1401,2,1452690183492,1452690184608,7,0,1105,18
1046,1402,3,1452690183492,1452690184622,6,0,1119,18
1049,1403,0,1452690184736,1452690185916,8,0,1168,16
1049,1404,1,1452690184736,1452690185836,7,0,1089,16
1049,1405,2,1452690184736,1452690185847,8,0,1099,16
1049,1406,3,1452690184736,1452690185865,7,0,1118,16
1052,1407,0,1452690185935,1452690187118,6,0,1173,12
1052,1408,1,1452690185935,1452690187008,7,0,1061,0
1052,1409,2,1452690185935,1452690187025,8,0,1078,0
1052,1410,3,1452690185935,1452690187046,7,0,1100,0
1055,1411,0,1452690187137,1452690188321,7,0,1173,0
1055,1412,1,1452690187138,1452690188214,7,0,1064,0
1055,1413,2,1452690187138,1452690188237,7,0,1087,0
1055,1414,3,1452690187138,1452690188246,6,0,1098,0
